AreaName,PostalStreetName,Location,UnitNumber,ComponentDescription,ColumnName,Network,Northing,Easting
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,51,180W SOX,Octagonal,UnderGround,234546.4,303939.321
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,52,180W SOX,Octagonal,UnderGround,234578.743,303925.563
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,53,180W SOX,Octagonal,UnderGround,234536.078,303904.579
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,54,180W SOX,Octagonal,UnderGround,234569.452,303895.976
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Ped. Bridge,55,180W SOX,Octagonal,UnderGround,234527.137,303874.646
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Ped Bridge,56,180W SOX,Octagonal,UnderGround,234559.821,303861.572
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Ped. Bridge,57,180W SOX,Octagonal,UnderGround,234518.877,303841.273
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Ped. Bridge,58,180W SOX,Octagonal,UnderGround,234553.28,303835.087
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,59,180W SOX,Octagonal,UnderGround,234510.966,303807.562
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,60,180W SOX,Octagonal,UnderGround,234545.37,303798.621
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,61,180W SOX,Octagonal,UnderGround,234505.115,303774.536
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,62,180W SOX,Octagonal,UnderGround,234539.519,303765.248
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,63,180W SOX,Octagonal,UnderGround,234498.924,303736.008
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,64,180W SOX,Octagonal,UnderGround,234530.918,303723.619
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,65,180W SOX,Octagonal,UnderGround,234493.074,303698.511
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,66,180W SOX,Octagonal,UnderGround,234526.787,303690.939
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Sign,67,180W SOX,Octagonal,UnderGround,234489.293,303663.76
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,68,180W SOX,Octagonal,UnderGround,234522.317,303655.504
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,69,180W SOX,Octagonal,UnderGround,234486.193,303630.734
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,70,180W SOX,Octagonal,UnderGround,234520.257,303625.917
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,71,180W SOX,Octagonal,UnderGround,234484.133,303594.615
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,72,180W SOX,Octagonal,UnderGround,234517.846,303587.043
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,73,180W SOX,Octagonal,UnderGround,234482.412,303558.833
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,74,180W SOX,Octagonal,UnderGround,234516.816,303551.269
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Sign,75,180W SOX,Octagonal,UnderGround,234482.072,303523.745
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,76,180W SOX,Octagonal,UnderGround,234516.816,303517.897
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Sign,77,180W SOX,Octagonal,UnderGround,234483.102,303488.656
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,78,180W SOX,Octagonal,UnderGround,234517.846,303482.808
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,79,180W SOX,Octagonal,UnderGround,234484.823,303454.599
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,80,180W SOX,Octagonal,UnderGround,234519.227,303452.537
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,81,180W SOX,Octagonal,UnderGround,234486.883,303426.736
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,82,180W SOX,Octagonal,UnderGround,234521.287,303419.849
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Slip Lane,83,180W SOX,Octagonal,UnderGround,234489.293,303396.118
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,84,180W SOX,Octagonal,UnderGround,234524.727,303383.729
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Slip Lane,85,180W SOX,Octagonal,UnderGround,234494.114,303357.582
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,86,180W SOX,Octagonal,UnderGround,234530.228,303344.855
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,T. Lights,87,180W SOX,Octagonal,UnderGround,234498.924,303319.747
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Main Road,88,180W SOX,Octagonal,UnderGround,234535.388,303319.054
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,Island,89,180W SOX,Octagonal,UnderGround,234503.395,303291.875
LUCAN HEIGHTS,N4 Foxhunter-Newcastle Road,T. Lights,90,180W SOX,Octagonal,UnderGround,234540.549,303294.977
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,T. Lights,1,180W SOX,Octagonal,UnderGround,234505.205,303268.994
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Island,2,180W SOX,Octagonal,UnderGround,234541.659,303269.473
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,3,180W SOX,Octagonal,UnderGround,234514.906,303238.698
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Island,4,180W SOX,Octagonal,UnderGround,234546.39,303246.039
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,5,180W SOX,Octagonal,UnderGround,234522.727,303209.582
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,6,180W SOX,Octagonal,UnderGround,234558.231,303217.154
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,7,180W SOX,Octagonal,UnderGround,234531.718,303172.885
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,8,180W SOX,Octagonal,UnderGround,234565.332,303179.046
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,9,180W SOX,Octagonal,UnderGround,234541.899,303138.803
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,10,180W SOX,Octagonal,UnderGround,234574.303,303147.554
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,11,180W SOX,Octagonal,UnderGround,234552.29,303107.187
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Sign,12,180W SOX,Octagonal,UnderGround,234584.004,303116.186
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,13,180W SOX,Octagonal,UnderGround,234564.832,303069.549
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Sign,14,180W SOX,Octagonal,UnderGround,234594.665,303085.65
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,15,180W SOX,Octagonal,UnderGround,234575.013,303043.509
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Sign,16,180W SOX,Octagonal,UnderGround,234606.496,303054.166
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,17,180W SOX,Octagonal,UnderGround,234587.794,303012.496
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,18,180W SOX,Octagonal,UnderGround,234619.048,303023.152
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,19,180W SOX,Octagonal,UnderGround,234601.766,302979.123
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,20,180W SOX,Octagonal,UnderGround,234633.009,302989.54
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,21,180W SOX,Octagonal,UnderGround,234615.967,302948.587
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,22,180W SOX,Octagonal,UnderGround,234646.501,302960.894
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,23,180W SOX,Octagonal,UnderGround,234631.349,302918.753
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,24,180W SOX,Octagonal,UnderGround,234664.023,302926.572
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,25,180W SOX,Octagonal,UnderGround,234649.111,302885.85
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,26,180W SOX,Octagonal,UnderGround,234682.245,302893.191
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Sign,27,180W SOX,Octagonal,UnderGround,234667.333,302853.418
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,28,180W SOX,Octagonal,UnderGround,234699.057,302864.075
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Sign,29,180W SOX,Octagonal,UnderGround,234682.245,302827.147
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,30,180W SOX,Octagonal,UnderGround,234718.229,302832.352
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,31,180W SOX,Octagonal,UnderGround,234701.657,302796.133
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,32,180W SOX,Octagonal,UnderGround,234737.641,302802.756
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,33,180W SOX,Octagonal,UnderGround,234720.829,302768.905
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,34,180W SOX,Octagonal,UnderGround,234755.633,302776.007
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,35,180W SOX,Octagonal,UnderGround,234739.301,302741.686
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,36,180W SOX,Octagonal,UnderGround,234776.466,302748.317
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,37,180W SOX,Octagonal,UnderGround,234762.024,302711.86
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,38,180W SOX,Octagonal,UnderGround,234802.028,302715.176
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Sign,39,180W SOX,Octagonal,UnderGround,234786.877,302681.085
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,40,180W SOX,Octagonal,UnderGround,234825.461,302688.896
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,41,180W SOX,Octagonal,UnderGround,234804.159,302660.959
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,42,180W SOX,Octagonal,UnderGround,234847.484,302659.689
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Ped. Bridge,43,180W SOX,Octagonal,UnderGround,234829.492,302631.991
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Bridge,44,180W SOX,Octagonal,UnderGround,234875.187,302629.855
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Ped. Bridge,45,180W SOX,Octagonal,UnderGround,234849.854,302606.899
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,46,180W SOX,Octagonal,UnderGround,234897.909,302604.763
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,47,180W SOX,Octagonal,UnderGround,234880.627,302569.732
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,48,180W SOX,Octagonal,UnderGround,234917.791,302581.8
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,49,180W SOX,Octagonal,UnderGround,234901.7,302544.402
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,50,180W SOX,Octagonal,UnderGround,234942.414,302553.871
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,51,180W SOX,Octagonal,UnderGround,234925.842,302517.652
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Sign,52,180W SOX,Octagonal,UnderGround,234962.536,302530.668
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Junction,53,180W SOX,Octagonal,UnderGround,234946.445,302489.954
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Bridge,54,180W SOX,Octagonal,UnderGround,234984.559,302506.055
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Bridge,55,180W SOX,Octagonal,UnderGround,234969.877,302467.23
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Bridge,56,180W SOX,Octagonal,UnderGround,235008.942,302476.691
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Bridge,57,180W SOX,Octagonal,UnderGround,234992.61,302439.293
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,58,180W SOX,Octagonal,UnderGround,235029.774,302450.659
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,59,180W SOX,Octagonal,UnderGround,235015.092,302410.886
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,60,180W SOX,Octagonal,UnderGround,235053.207,302420.825
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,61,180W SOX,Octagonal,UnderGround,235037.585,302382.948
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,62,180W SOX,Octagonal,UnderGround,235076.409,302389.11
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,63,180W SOX,Octagonal,UnderGround,235058.417,302354.78
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,64,180W SOX,Octagonal,UnderGround,235098.892,302358.806
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Spa Hotel,65,180W SOX,Octagonal,UnderGround,235080.43,302322.348
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,66,180W SOX,Octagonal,UnderGround,235119.014,302329.219
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Spa Hotel,67,180W SOX,Octagonal,UnderGround,235096.762,302288.975
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,68,180W SOX,Octagonal,UnderGround,235146.947,302307.674
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Spa Hotel,69,180W SOX,Octagonal,UnderGround,235112.623,302271.456
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,70,180W SOX,Octagonal,UnderGround,235162.339,302274.062
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,71,180W SOX,Octagonal,UnderGround,235130.815,302242.933
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,72,180W SOX,Octagonal,UnderGround,235175.79,302240.087
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,73,180W SOX,Octagonal,UnderGround,235150.458,302209.081
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,74,180W SOX,Octagonal,UnderGround,235189.522,302213.816
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,75,180W SOX,Octagonal,UnderGround,235171.53,302178.068
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,76,180W SOX,Octagonal,UnderGround,235206.564,302182.093
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,77,180W SOX,Octagonal,UnderGround,235188.572,302145.874
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,78,180W SOX,Octagonal,UnderGround,235222.906,302151.087
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Bus Stop,79,180W SOX,Octagonal,UnderGround,235204.474,302114.135
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,80,180W SOX,Octagonal,UnderGround,235242.828,302111.767
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,81,180W SOX,Octagonal,UnderGround,235221.046,302079.574
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,82,180W SOX,Octagonal,UnderGround,235257.98,302079.104
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Junction,83,180W SOX,Octagonal,UnderGround,235228.626,302053.534
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,84,180W SOX,Octagonal,UnderGround,235271.621,302049.261
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,85,180W SOX,Octagonal,UnderGround,235247.009,302021.093
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,86,180W SOX,Octagonal,UnderGround,235282.272,302022.982
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Garage,87,180W SOX,Octagonal,UnderGround,235256.95,301990.789
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,88,180W SOX,Octagonal,UnderGround,235294.114,301994.105
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Garage,89,180W SOX,Octagonal,UnderGround,235268.541,301953.152
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,90,180W SOX,Octagonal,UnderGround,235306.185,301949.126
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,91,180W SOX,Octagonal,UnderGround,235277.542,301920.01
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,92,180W SOX,Octagonal,UnderGround,235317.076,301907.703
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,93,180W SOX,Octagonal,UnderGround,235281.802,301886.868
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,94,180W SOX,Octagonal,UnderGround,235329.148,301864.144
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,95,180W SOX,Octagonal,UnderGround,235284.173,301849
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Ramp,96,400W SON,High Mast,UnderGround,235328.378,301762.483
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,97,400W SON,High Mast,UnderGround,235290.973,301712.473
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,98,400W SON,High Mast,UnderGround,235324.587,301667.511
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,99,400W SON,High Mast,UnderGround,235282.993,301628.851
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,100,400W SON,High Mast,UnderGround,235335.098,301591.866
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,101,400W SON,High Mast,UnderGround,235271.221,301535.142
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Slip Lane,102,400W SON,High Mast,UnderGround,235317.866,301475.044
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Ramp,103,400W SON,High Mast,UnderGround,235257.36,301405.288
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Ramp,104,400W SON,High Mast,UnderGround,235317.446,301339.309
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,105,400W SON,High Mast,UnderGround,235251.889,301290.57
LUCAN-St. HELENS,N4 Newcastle Road-Leixlip Road,Main Road,106,400W SON,High Mast,UnderGround,235308.625,301234.259
LUCAN-St. HELENS,N4 Leixlip Bypass,Main Road,1,250W SON,Octagonal,UnderGround,235253.709,301198.947
LUCAN-St. HELENS,N4 Leixlip Bypass,Main Road,2,250W SON,Octagonal,UnderGround,235294.664,301164.618
LUCAN-St. HELENS,N4 Leixlip Bypass,Main Road,3,250W SON,Octagonal,UnderGround,235252.529,301157.285
LUCAN-St. HELENS,N4 Leixlip Bypass,Bridge,4,250W SON,Octagonal,UnderGround,235293.244,301128.168
LUCAN-St. HELENS,N4 Leixlip Bypass,Bridge,5,250W SON,Octagonal,UnderGround,235251.339,301133.142
LUCAN-St. HELENS,N4 Leixlip Bypass,Main Road,6,250W SON,Octagonal,UnderGround,235289.693,301090.531
LUCAN-St. HELENS,N4 Leixlip Bypass,Main Road,7,250W SON,Octagonal,UnderGround,235249.449,301093.137
LUCAN-St. HELENS,N4 Leixlip Bypass,Main Road,8,250W SON,Octagonal,UnderGround,235285.433,301049.339
LUCAN-St. HELENS,N4 Leixlip Bypass,Main Road,9,250W SON,Octagonal,UnderGround,235247.789,301053.364
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,24,180W SOX,Octagonal,UnderGround,227802.64,311073.583
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,26,180W SOX,Octagonal,UnderGround,227789.109,311050.306
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,27,180W SOX,Octagonal,UnderGround,227834.044,311055.445
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,28,180W SOX,Octagonal,UnderGround,227776.927,311025.669
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Garage,29,180W SOX,Octagonal,UnderGround,227822.403,311034.338
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,30,180W SOX,Octagonal,UnderGround,227764.476,311001.856
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Garage,31,180W SOX,Octagonal,UnderGround,227809.141,311008.619
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,32,180W SOX,Octagonal,UnderGround,227751.755,310975.865
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Garage,33,180W SOX,Octagonal,UnderGround,227794.799,310983.717
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,34,180W SOX,Octagonal,UnderGround,227740.653,310950.155
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,35,180W SOX,Octagonal,UnderGround,227784.778,310960.713
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,36,180W SOX,Octagonal,UnderGround,227730.102,310925.253
TALLAGHT-GLENVIEW,N81 M50-Tallaght R/Bout,Main Road,37,180W SOX,Octagonal,UnderGround,227773.947,310936.347
